PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
17022820	0	['Genetic background determines response to hemostasis and thrombosis\n\nAbstract\n\nBackground\n\nThrombosis is the fatal and disabling consequence of cardiovascular diseases, the leading cause of mortality and morbidity in Western countries.']	(0, 235)	['GO_EXT:reaction_or_response', 'GO:0007599', 'GO:0007596', 'GO:0007596', 'GO_EXT:fatality_or_lethality', 'SO_EXT:0000704', 'UBERON:0004535']
17022820	1	['Two inbred mouse strains, C57BL/6J and A/J, have marked differences in susceptibility to obesity, atherosclerosis, and vessel remodeling.']	(236, 373)	['NCBITaxon:10088', 'UBERON:0000055']
17022820	2	['However, it is unclear how these diverse genetic backgrounds influence pathways known to regulate thrombosis and hemostasis.']	(374, 498)	['GO:0065007', 'GO:0007596', 'GO:0007599', 'SO_EXT:0000704']
17022820	3	['The objective of this study was to evaluate thrombosis and hemostasis in these two inbred strains and determine the phenotypic response of A/J chromosomes in the C57BL/6J background.']	(499, 681)	['GO:0007596', 'GO:0007599', 'GO_EXT:reaction_or_response', 'GO_SO_EXT:chromosome', 'GO_SO_EXT:chromosome']
17022820	4	['Methods\n\nA/J and C57Bl/6J mice were evaluated for differences in thrombosis and hemostasis.']	(683, 774)	['GO:0007596', 'GO:0007599', 'NCBITaxon:10088']
17022820	5	['A thrombus was induced in the carotid artery by application of the exposed carotid to ferric chloride and blood flow measured until the vessel occluded.']	(775, 927)	['CHEBI:30808', 'CHEBI:30808', 'UBERON:0010210', 'UBERON:0005396', 'UBERON:0005396', 'UBERON:0005396', 'UBERON:0000178', 'UBERON:0000055']
17022820	6	['Bleeding and rebleeding times, as surrogate markers for thrombosis and hemostasis, were determined after clipping the tail and placing in warm saline.']	(928, 1078)	['CHEBI_EXT:saline_solution', 'GO:0007596', 'GO:0007599', 'UBERON:0002415']
17022820	7	['Twenty-one chromosome substitution strains, A/J chromosomes in a C57BL/6J background, were screened for response to the tail bleeding assay.']	(1079, 1219)	['GO_EXT:reaction_or_response', 'GO_SO_EXT:chromosome', 'GO_SO_EXT:chromosome', 'GO_SO_EXT:chromosome', 'SO_EXT:sequence_substitution_entity_or_process', 'GO_SO_EXT:chromosome', 'UBERON:0002415']
17022820	8	['Results\n\nThrombus occlusion time was markedly decreased in the A/J mice compared to C57BL/6J mice.']	(1221, 1319)	['GO:0007599', 'GO:0007599', 'NCBITaxon:10088', 'NCBITaxon:10088', 'UBERON:0010210']
17022820	9	['Tail bleeding time was similar in the two strains, but rebleeding time was markedly increased in the A/J mice compared to C57BL/6J mice.']	(1320, 1456)	['NCBITaxon:10088', 'NCBITaxon:10088', 'UBERON:0002415']
